Annual Net emissions/removals in kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query results for — Party: Australia and 44 other(s) | Year: Base year and 29 other(s) | Category: 1.  Energy and 279 other(s) | Classification: Total for category | Type of value: Net emissions/removals | Gas: CO₂ | Unit: kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Year,Base year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Last Inventory Year (2019)
Party,Category \ Unit,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt
Slovakia,2.  Industrial Processes and Product Use,8384.903004,8384.903004,6538.450016,6277.966213,7565.032973,7363.84552,8147.930419,8354.956857,8464.75063,8784.065333,8654.048118,7495.703986,7484.757697,8587.060188,8024.225345,9084.026394,8554.419144,9067.491718,9043.213683,8951.925102,7553.003835,7944.85315,8010.947015,7999.590273,7803.270683,8037.734389,8190.326445,8479.635696,8698.546445,8714.177991,7795.841243
Slovakia,2.A  Mineral Industry,2714.021796,2714.021796,1921.544274,2002.059157,1816.146283,1911.420561,2070.944735,2007.078209,2091.097181,2818.75334,2854.082508,2230.104666,2318.896359,2358.463845,2036.94272,2481.712952,2532.956691,2593.236012,2700.476409,2863.53946,2145.72238,1941.179615,2359.340175,2116.990861,2030.228785,2181.080583,2151.361088,2183.447436,2277.130525,2279.540066,2284.955203
Slovakia,2.A.1  Cement Production,1464.497067,1464.497067,1038.046056,1306.853505,1028.750121,1115.124849,1154.632572,1100.406286,1214.668818,1822.399337,1827.387639,1190.452491,1209.315034,1165.239687,921.6466749,1216.841695,1256.398039,1389.147524,1484.932533,1603.859398,1213.149538,859.9187812,1261.790618,1095.925305,1135.27,1266.76,1308.569889,1340.951738,1367.05447,1346.681526,1404.269317
Slovakia,2.A.2  Lime Production,794.9152288,794.9152288,605.0516472,455.0815808,537.0849176,565.158132,593.2313464,564.4193632,506.056628,549.5848857,561.0394959,556.7302575,602.802835,678.9189232,591.4018884,693.538143,711.9638079,773.4163919,818.2175888,786.629759,603.8197771,651.8841726,672.4132182,631.99574,560.1361635,570.8024058,534.2990126,521.6195787,507.7819804,522.6532084,489.2368677
Slovakia,2.A.3  Glass production,7.88,7.88,9.95,12.03,14.646,16.306,18.007,20.062,19.918,18.988,19.147,22.821,23.081,21.417,22.438,24.371,33.038,32.062,41.183,23.44,13.1933,13.145,11.825,11.456,13.224,12.26180731,11.9311857,14.82811907,15.19539208,16.01998,18.16037331
Slovakia,2.A.4  Other Process Uses of Carbonates,446.7295007,446.7295007,268.4965705,228.094071,235.6652442,214.8315802,305.0738166,322.1905601,350.4537354,427.7811174,446.508373,460.1009183,483.6974903,492.8882349,501.4561565,546.9621137,531.5568448,398.610096,356.1432867,449.6103025,315.5597657,416.2316609,413.3113386,377.6138167,321.5986218,331.25637,296.561,306.048,387.098683,394.1853517,373.2886454
Slovakia,2.A.4.a  Ceramics,14.79264,14.79264,11.2582,8.59008,9.99464,10.51982,11.04012,10.5054,9.42204,10.23178,10.4436,10.36148,11.2192,12.63816,10.29512,5.68514,13.05808,16.2265,19.56034,41.189608,12.10192,12.75412,11.65144,12.93302,14.9355549,12.99,14.239,17.653,20.816,21.28614697,21.51984309
Slovakia,2.A.4.b  Other Uses of Soda Ash,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.A.4.c  Non-metallurgical Magnesium Production,431.9368607,431.9368607,257.2383705,219.503991,225.6706042,204.3117602,294.0336966,301.1242801,310.2476954,376.5127574,394.840633,409.8162783,431.5717703,438.5276149,449.9484565,499.6783137,476.0055848,340.622696,303.9979087,377.2025425,265.6970457,376.3451609,363.8293386,318.0351167,279.5614974,278.3258,247.762,220.186,291.278483,304.3905109,295.1478023
Slovakia,2.A.4.d  Other,NO,NO,NO,NO,NO,NO,NO,10.56088,30.784,41.03658,41.22414,39.92316,40.90652,41.72246,41.21258,41.59866,42.49318,41.7609,32.585038,31.218152,37.7608,27.13238,37.83056,46.64568,27.10156948,39.94057,34.56,68.209,75.0042,68.50869385,56.621
Slovakia,2.B  Chemical Industry,877.5646737,877.5646737,968.9844784,1023.119056,859.7581998,1103.019551,1262.07989,1196.389896,1230.158341,1260.263763,1229.298042,1374.750397,1264.237004,1386.656972,1335.969777,1518.698442,1484.009534,1381.424003,1478.199694,1408.338099,1435.493052,1303.331201,1563.29646,1363.555537,1469.904547,1219.064744,1384.164031,1348.347849,1428.382426,1591.090124,1407.025003
Slovakia,2.B.1  Ammonia Production,331.7733877,331.7733877,403.7759644,413.88152,243.3470876,427.9613402,487.8305464,472.7611905,471.3750445,450.453492,475.401326,521.05886,523.0133412,518.8393189,459.5219901,536.0862846,572.524653,454.341541,463.2369971,417.7928017,483.5765317,387.577212,577.9596253,545.9784087,674.4804365,529.652,638.581081,563.814,632.9440196,790.4638654,688.345
Slovakia,2.B.3  Adipic Acid Production,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,"2.B.4  Caprolactam, Glyoxal and Glyoxylic Acid Production",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.B.4.a  Caprolactam,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.B.4.b  Glyoxal,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.B.4.c  Glyoxylic Acid,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.B.5  Carbide Production,NO,NO,NO,16.73677461,82.04976827,120.6214959,139.0111324,143.9765989,159.6051852,145.7323257,139.6906161,156.7346939,174.6669565,171.0166102,176.8890913,200.1178074,176.7185366,198.9732225,197.8178798,214.8343702,199.5718668,197.55641,222.2793022,141.2620044,95.34733037,85.7645979,48.4737832,63.1595,59.3507,68.26496433,62.04822221
Slovakia,2.B.5.a  Silicon Carbide,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.B.5.b  Calcium Carbide,NO,NO,NO,16.73677461,82.04976827,120.6214959,139.0111324,143.9765989,159.6051852,145.7323257,139.6906161,156.7346939,174.6669565,171.0166102,176.8890913,200.1178074,176.7185366,198.9732225,197.8178798,214.8343702,199.5718668,197.55641,222.2793022,141.2620044,95.34733037,85.7645979,48.4737832,63.1595,59.3507,68.26496433,62.04822221
Slovakia,2.B.6  Titanium Dioxide Production,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.B.7  Soda Ash Production,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.B.8  Petrochemical and Carbon Black Production,428.801286,428.801286,427.838514,429.0407616,349.1713439,443.8767153,459.9082112,428.3721061,434.9081112,466.0879453,413.2960999,462.6768429,366.0067058,382.3510427,352.6986956,402.9743497,371.3963446,375.8492398,420.1348167,381.7209272,398.6346537,403.7475789,425.7475326,319.2551238,330.7867803,250.6040739,331.8191671,338.2176171,357.8454174,399.4112941,344.1367066
Slovakia,2.B.8.a  Methanol,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.B.8.b  Ethylene,416.7973219,416.7973219,415.6921419,416.8623827,336.9226112,431.9035057,447.7978553,416.2733715,422.5518511,452.7990832,399.7570933,449.2811895,350.1595879,367.7290022,338.7710652,389.325202,357.3258808,361.5858287,404.6129076,369.2441393,388.7538451,391.1648579,411.7288253,306.4158116,322.2434059,243.5535149,323.9082108,328.157,348.9030829,391.7394496,340.2365177
Slovakia,2.B.8.c  Ethylene Dichloride and Vinyl Chloride Monomer,12.00396403,12.00396403,12.14637213,12.1783789,12.24873268,11.97320959,12.11035596,12.09873468,12.35626005,13.28886212,13.53900654,13.39565336,15.84711792,14.62204042,13.92763041,13.64914762,14.07046378,14.26341115,15.52190913,12.47678786,9.880808549,12.58272104,14.01870726,12.83931218,8.543374393,7.050559,7.91095636,10.06061707,8.942334467,7.671844514,3.900188896
Slovakia,2.B.8.d  Ethylene Oxide,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.B.8.e  Acrylonitrile,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.B.8.f  Carbon Black,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.B.8.g  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.B.8.g.ii  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.B.10  Other,116.99,116.99,137.37,163.46,185.19,110.56,175.33,151.28,164.27,197.99,200.91,234.28,200.55,314.45,346.86,379.52,363.37,352.26,397.01,393.99,353.71,314.45,337.31,357.06,369.29,353.0440719,365.29,383.156732,378.2422891,332.95,312.4950743
Slovakia,2.C  Metal Industry,4586.034221,4586.034221,3442.750311,3049.728379,4688.229016,4152.757074,4616.948966,4957.372459,4951.466238,4513.915209,4381.293818,3703.723565,3718.356504,4657.257925,4482.37492,4914.53203,4389.222911,4921.482972,4700.181957,4520.415364,3837.523995,4572.106387,3952.088766,4385.547575,4193.610685,4540.364004,4544.195729,4843.520447,4895.975596,4744.928431,4068.109644
Slovakia,2.C.1  Iron and Steel Production,4167.974901,4167.974901,3033.792111,2657.663579,4355.355016,3834.149634,4322.626246,4552.011139,4565.277156,4093.288325,3985.682008,3344.719778,3375.495813,4147.043464,3974.87785,4291.211157,3907.356226,4405.47314,4161.422816,4013.728036,3496.891302,4089.566274,3488.82218,3860.468528,3763.304761,4051.4046,4028.126487,4334.994872,4328.017402,4187.824185,3554.280662
Slovakia,2.C.1.a  Steel,4149.821901,4149.821901,3015.130111,2639.860579,4337.653016,3815.700634,4304.414246,4533.888139,4547.001156,4075.068325,3967.282008,3326.233778,3356.974813,4129.065464,3956.25885,4273.532157,3893.895226,4391.72114,4140.881816,3992.889036,3479.236302,4071.965274,3461.85318,3842.852528,3708.940161,4024.91,4018.987287,4326.175512,4319.007245,4177.19243,3543.540223
Slovakia,2.C.1.b  Pig Iron,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE
Slovakia,2.C.1.c  Direct Reduced Iron,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.C.1.d  Sinter,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE
Slovakia,2.C.1.e  Pellet,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE
Slovakia,2.C.1.f  Other,18.153,18.153,18.662,17.803,17.702,18.449,18.212,18.123,18.276,18.22,18.4,18.486,18.521,17.978,18.619,17.679,13.461,13.752,20.541,20.839,17.655,17.601,26.969,17.616,54.3646,26.4946,9.1392,8.81936,9.010157175,10.63175511,10.74043905
Slovakia,2.C.2  Ferroalloys Production,296.73932,296.73932,289.6182,281.0048,263.394,259.56744,235.64272,226.2524,209.0256,246.984484,220.04005,182.446446,165.9014,333.65712,328.03822,371.0667,227.6465,275.66072,301.32458,263.04366,115.51224,219.06916,201.97986,265.50264,165.0032,222.8944,239.6711,237.05373,293.8874147,281.5652163,239.1014751
Slovakia,2.C.3  Aluminium Production,121.32,121.32,119.34,111.06,69.48,59.04,58.68,179.10892,177.163482,173.6424,175.57176,176.5573414,176.9592914,176.5573414,179.4588496,252.2541732,254.2201856,240.3491115,237.4345611,243.6436679,225.1204534,263.4709527,261.2767652,259.5168031,265.2369809,265.99617,276.3335177,271.4134351,274.0100088,275.5295106,274.7143067
Slovakia,2.C.3.a  CO₂ Emissions,121.32,121.32,119.34,111.06,69.48,59.04,58.68,179.10892,177.163482,173.6424,175.57176,176.5573414,176.9592914,176.5573414,179.4588496,252.2541732,254.2201856,240.3491115,237.4345611,243.6436679,225.1204534,263.4709527,261.2767652,259.5168031,265.2369809,265.99617,276.3335177,271.4134351,274.0100088,275.5295106,274.7143067
Slovakia,2.C.4  Magnesium Production,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.C.5  Lead Production,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0099612,0.04072686,0.05222094,0.05854018,0.0646248,0.05841,0.06077,0.009519,0.0132
Slovakia,2.C.6  Zinc Production,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.018877215,0.01352221,0.01029377,NO,NO,NO,NO,NO
Slovakia,2.C.7  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.D  Non-energy Products from Fuels and Solvent Use,207.2823132,207.2823132,205.1709534,203.0596212,200.8994743,196.6483333,197.9568272,194.1162942,192.0288701,191.1330207,189.3737497,187.1253579,183.2678311,184.6814456,168.9379284,169.08297,148.230007,171.3487312,164.3556233,159.6321794,134.2644073,128.2359479,136.2216135,133.4962998,109.5266656,97.22505842,110.6055972,104.3199634,97.05789761,98.61937,35.7513925
Slovakia,2.D.1  Lubricant Use,48.02448768,48.02448768,48.02448768,48.02448768,48.02448768,48.02448768,48.02448768,48.02448768,48.02448768,48.02448768,48.02448768,48.02448768,48.02448768,44.33029632,33.8634208,31.40062656,28.93783232,41.50667136,42.5489328,27.81987264,12.38842368,12.38754432,18.5171232,27.10621338,32.51317818,26.5774249,26.84708064,26.402,28.455,28.8779,23.612
Slovakia,2.D.2  Paraffin Wax Use,2.46279424,2.46279424,2.46279424,2.46279424,2.46279424,2.46279424,2.46279424,2.46279424,2.46279424,2.46279424,2.46279424,2.46279424,2.46279424,2.46279424,3.69419136,NO,1.23139712,NO,3.173024,1.890624,1.890624,2.5384192,1.9038144,2.520832,2.5384192,3.173024,2.5384192,2.538,2.52,1.9038,2.538
Slovakia,2.D.3  Other,156.7950313,156.7950313,154.6836715,152.5723392,150.4121923,146.1610514,147.4695453,143.6290123,141.5415882,140.6457388,138.8864678,136.638076,132.7805492,137.888355,131.3803162,137.6823434,118.0607775,129.8420599,118.6336665,129.9216828,119.9853596,113.3099844,115.8006759,103.8692544,74.47506824,67.47460953,81.22009738,75.3799634,66.08289761,67.83767,9.6013925
Slovakia,2.D.3.a  Solvent Use,156.7950313,156.7950313,154.6836715,152.5723392,150.4121923,146.1610514,147.4695453,143.6290123,141.5415882,140.6457388,138.8864678,136.638076,132.7805492,137.888355,131.3803162,137.6823434,118.0607775,129.8420599,118.6336665,129.9216828,119.9853596,111.2978164,112.31717,99.94395992,70.57228555,63.27430179,73.48936022,65.79690414,56.56859877,58.17784023,NO
Slovakia,2.D.3.b  Road Paving with Asphalt,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NO
Slovakia,2.D.3.c  Asphalt Roofing,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NO
Slovakia,2.D.3.d  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.012167996,3.48350589,3.925294498,3.902782692,4.200307735,7.730737159,9.58305926,9.514298842,9.659829761,9.6013925
Slovakia,2.G  Other Product Manufacture and Use,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.G.4  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.H  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.H.2  Food and Beverages Industry,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,2.H.3  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,3.  Agriculture,66.35306052,66.35306052,57.84327829,49.33349605,40.82371382,32.31393159,85.23694935,70.20636712,126.3765849,165.4721372,94.19196967,62.92156236,93.52607654,53.59201431,50.18344178,39.19666586,33.47927167,30.90396079,34.82044461,56.55121649,49.06615303,47.09263334,69.5842444,67.72748198,75.56709986,81.48774565,85.43387571,83.36277774,71.8275261,79.42253094,75.5558146
Slovakia,3.G  Liming,51.06544777,51.06544777,42.55566553,34.0458833,25.53610107,17.02631883,69.9493366,54.91875437,111.0889721,147.4943019,78.40747567,50.82105343,72.8567312,35.30932497,32.59755473,16.70180662,13.16665849,13.80820008,16.56674476,28.5709031,26.3464516,16.15385179,29.87653418,22.30915138,23.57396582,23.54724565,24.51396684,20.29152129,8.294013548,13.45628828,12.01666742
Slovakia,3.G.1  Limestone CaCO₃,44.616,44.616,36.036,27.456,18.876,10.296,63.1488,48.048,104.148,140.483112,71.326068,43.669428,65.634888,28.017264,25.235276,11.167112,8.69968,9.232388,11.03291067,18.59665294,17.50828403,10.90341698,19.66138582,14.65703952,15.53109924,15.66864363,16.06147921,11.19578891,4.46887087,8.676781323,6.215286353
Slovakia,3.G.2  Dolomite CaMg(CO₃)₂,6.449447767,6.449447767,6.519665533,6.5898833,6.660101067,6.730318833,6.8005366,6.870754367,6.940972133,7.0111899,7.081407667,7.151625433,7.2218432,7.292060967,7.362278733,5.53469462,4.466978491,4.575812075,5.533834091,9.974250166,8.838167569,5.250434809,10.21514836,7.652111853,8.042866586,7.878602023,8.45248763,9.095732383,3.825142677,4.779506954,5.801381063
Slovakia,3.H  Urea Application,15.28761275,15.28761275,15.28761275,15.28761275,15.28761275,15.28761275,15.28761275,15.28761275,15.28761275,17.97783533,15.784494,12.10050892,20.66934534,18.28268935,17.58588704,22.49485924,20.31261318,17.09576071,18.25369985,27.98031339,22.71970143,30.93878155,39.70771022,45.41833061,51.99313403,57.9405,60.91990887,63.07125645,63.53351255,65.96624266,63.53914718
Slovakia,3.I  Other Carbon-containing Fertilizers,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,3.J  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,"4.  Land Use, Land-Use Change and Forestry",-9782.672553,-9782.672553,-10489.64601,-11050.30337,-10882.18322,-10361.02673,-9861.764306,-9803.793495,-9646.703855,-10661.44682,-9990.044549,-9939.841816,-9223.056735,-9731.523712,-9272.87575,-9284.336234,-5781.062523,-8623.12098,-8218.797156,-7193.516347,-6974.382567,-6195.880014,-6514.618194,-7511.543452,-8138.460985,-6173.291674,-6677.423994,-6745.549098,-6642.315078,-5728.478273,-6410.925412
Slovakia,4.A  Forest Land,-8557.272885,-8557.272885,-9802.64108,-10475.43648,-10297.26357,-9564.313786,-8878.519315,-8771.943604,-8425.657695,-9154.100281,-8345.874613,-7949.107307,-8079.757064,-8040.054387,-7341.007483,-6920.574562,-2807.414561,-5557.901808,-5169.423274,-4199.295236,-4554.614219,-3755.972839,-4255.88919,-5842.893627,-6686.931958,-4466.271419,-4786.664121,-4573.195307,-4448.842745,-3794.393011,-4655.088416
Slovakia,4.A.1  Forest Land Remaining Forest Land,-6346.983976,-6346.983976,-7635.944519,-8342.956834,-8217.627062,-7616.643036,-7268.908607,-7231.276037,-6898.210593,-7687.411365,-6958.076941,-7063.001652,-7255.246513,-7242.330143,-6553.614078,-6153.398936,-2069.413747,-5018.983386,-4655.376864,-3724.004585,-4193.75958,-3404.477041,-3917.722801,-5498.459323,-6332.620718,-4101.992512,-4393.89051,-4178.674998,-4079.849285,-3432.330797,-4306.662548
Slovakia,4.A.2  Land Converted to Forest Land,-2210.288908,-2210.288908,-2166.696562,-2132.479647,-2079.636504,-1947.67075,-1609.610708,-1540.667567,-1527.447102,-1466.688916,-1387.797672,-886.1056547,-824.5105504,-797.724244,-787.3934043,-767.1756257,-738.000814,-538.9184222,-514.0464101,-475.2906515,-360.8546387,-351.4957987,-338.1663886,-344.434304,-354.3112402,-364.2789067,-392.7736109,-394.5203091,-368.9934602,-362.0622143,-348.4258677
Slovakia,4.A.2.a  Cropland Converted to Forest Land,-1558.901627,-1558.901627,-1492.857349,-1462.327913,-1412.387481,-1288.653181,-983.3588185,-908.6764627,-856.3195928,-808.9997927,-726.6151211,-241.5894549,-195.4457395,-184.0324724,-171.3890529,-147.1380739,-105.2828314,-56.96396839,-50.11126582,-20.82870478,-15.32849403,-14.81982203,-16.10470559,-17.24871684,-17.95858507,-19.68346644,-22.89724037,-22.2840929,-23.95812577,-24.77782822,-23.97319817
Slovakia,4.A.2.b  Grassland Converted to Forest Land,-172.4670294,-172.4670294,-172.8806655,-172.0437738,-165.021579,-157.2009702,-145.7249723,-147.0235974,-143.9920652,-149.17281,-148.781835,-133.0554204,-136.3102544,-140.6443586,-148.2542188,-148.6166281,-153.0593542,-154.2320018,-157.3502358,-158.3078397,-118.7028268,-118.2371516,-124.1675416,-134.8878982,-141.4799716,-152.5356192,-170.9847141,-174.9081008,-185.7250821,-188.0131641,-191.4797821
Slovakia,4.A.2.c  Wetlands Converted to Forest Land,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,4.A.2.d  Settlements Converted to Forest Land,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovakia,4.A.2.e  Other Land Converted to Forest Land,-479.8321137,-479.8321137,-501.7572792,-499.8964718,-506.4632342,-501.9460568,-480.722065,-485.5358929,-527.2262903,-508.5950801,-518.3000765,-512.8190518,-492.9704812,-473.8293159,-469.8230766,-471.5989059,-480.3036242,-327.8840398,-307.1770214,-296.2488961,-227.1330966,-218.5512554,-198.1233589,-193.2682991,-195.0321409,-192.1779862,-199.125893,-197.4473068,-159.5044189,-149.4311755,-133.2616112
Slovakia,4.B  Cropland,-925.0090024,-925.0090024,-832.4512939,-711.7588046,-582.1256948,-673.6099788,-827.6330832,-875.0378669,-903.0664308,-834.8368011,-743.0943252,-916.2525131,-743.528466,-898.1076854,-1013.360037,-1065.960046,-1001.16565,-1095.907894,-996.4448135,-1059.178254,-1035.220094,-1069.051373,-1062.813462,-1137.692585,-997.2074126,-981.2172124,-1024.398057,-1107.093658,-1142.663353,-1147.952277,-1153.594753
Slovakia,4.B.1  Cropland Remaining Cropland,-1391.22005,-1391.22005,-1276.909333,-1128.236633,-988.6457167,-1060.43135,-1148.48415,-1202.141417,-1176.87185,-1075.55855,-967.8419667,-1106.195383,-922.65855,-1039.62925,-1146.0636,-1207.345517,-1114.025183,-1191.131883,-1112.3915,-1138.574433,-1118.16485,-1150.072367,-1136.5618,-1210.01485,-1071.501017,-1053.781667,-1103.766583,-1174.162733,-1208.595483,-1208.216605,-1212.115692
Slovakia,4.B.2  Land Converted to Cropland,466.2110476,466.2110476,444.4580394,416.4778288,406.5200219,386.8213712,320.8510668,327.1035498,273.8054192,240.7217489,224.7476415,189.9428702,179.130084,141.5215646,132.7035629,141.3854703,112.8595335,95.22398967,115.9466865,79.3961795,82.94475612,81.02099333,73.74833767,72.32226504,74.29360404,72.56445427,79.36852679,67.06907533,65.93213,60.26432867,58.52093933
Slovakia,4.B.2.a  Forest Land Converted to Cropland,131.4302312,131.4302312,134.4172644,117.8978291,114.7634029,112.0212302,93.07556285,114.9453178,79.32250054,65.60944154,63.33168346,59.94147489,56.91512671,29.31471156,21.40919653,18.33972695,21.35804282,12.226412,35.79047482,6.652985171,8.120317782,11.27634767,1.8557,2.710154712,4.425619039,3.451087601,5.34805646,1.336104,1.198252,1.177044,1.557189993
Slovakia,4.B.2.b  Grassland Converted to Cropland,338.1446273,338.1446273,313.56985,302.1090747,295.285694,278.6643347,231.7579073,216.1406353,198.465322,179.0947107,165.3983613,133.9837987,126.1973607,115.6900213,114.7775347,125.0449787,93.500726,83.61617,80.774804,73.570662,75.837828,71.23546467,73.42477267,71.26819333,71.76966867,70.8697,76.31236067,68.19127333,67.24956333,61.72921333,59.62863133
Slovakia,4.B.2.c  Wetlands Converted to Cropland,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
